playerId,name,position,team,birthDate,weight,height,nationality,shootsCatches,primaryNumber,primaryPosition
8476214,Brandon DeFazio,L,VAN,9/13/1988,199,"6' 2""",CAN,L,43,L
8471273,Brandon Dubinsky,C,CBJ,4/29/1986,205,"6' 2""",USA,L,17,C
8479330,Brandon Gignac,C,N.J,,,,,,,
8475759,Brandon Gormley,D,COL,,,,,,,
8479542,Brandon Hagel,L,CHI,8/27/1998,174,"5' 11""",CAN,L,38,L
8477990,Brandon Halverson,G,NYR,3/29/1996,210,"6' 4""",USA,L,75,G
8475295,Brandon Kozun,R,TOR,3/8/1990,167,"5' 8""",USA,R,67,R
8475430,Brandon Manning,D,EDM,6/4/1990,205,"6' 1""",CAN,L,23,D
8474850,Brandon Mashinter,L,CHI,9/20/1988,212,"6' 4""",CAN,L,53,L
8474646,Brandon McMillan,L,VAN,3/22/1990,190,"5' 11""",CAN,L,21,L
8477986,Brandon Montour,D,FLA,4/11/1994,193,"6' 0""",CAN,R,26,D
8475204,Brandon Pirri,C,CHI,4/10/1991,186,"6' 0""",CAN,L,73,C
8471283,Brandon Prust,L,VAN,3/16/1984,195,"6' 0""",CAN,L,9,L
8476438,Brandon Saad,L,COL,10/27/1992,206,"6' 1""",USA,L,20,L
8469755,Brandon Segal,R,NYR,7/12/1983,215,"6' 2""",CAN,R,24,R
8474091,Brandon Sutter,C,VAN,2/14/1989,190,"6' 3""",CAN,R,20,C
8479293,Brandon Tanev,L,PIT,12/31/1991,180,"6' 0""",CAN,L,13,L
8471450,Brandon Yip,R,ARI,4/25/1985,198,"6' 1""",CAN,R,32,R
8475638,Brayden Irwin,C,TOR,3/24/1987,215,"6' 5""",CAN,R,44,C
8475188,Brayden McNabb,D,VGK,1/21/1991,212,"6' 4""",CAN,L,3,D
8478010,Brayden Point,C,T.B,3/13/1996,166,"5' 10""",CAN,R,21,C
8475170,Brayden Schenn,C,STL,8/22/1991,200,"6' 1""",CAN,L,10,C
8470601,Braydon Coburn,D,NYI,2/27/1985,223,"6' 5""",CAN,L,55,D
8469516,Brendan Bell,D,NYR,3/31/1983,205,"6' 2""",CAN,L,39,D
8475848,Brendan Gallagher,R,MTL,5/6/1992,184,"5' 9""",CAN,R,11,R
8476867,Brendan Gaunce,C,BOS,3/25/1994,217,"6' 2""",CAN,L,50,C
8478425,Brendan Guhle,D,ANA,7/29/1997,196,"6' 2""",CAN,L,45,D
8476894,Brendan Leipsic,L,WSH,5/19/1994,179,"5' 10""",CAN,L,14,L
8477962,Brendan Lemieux,L,L.A,3/15/1996,210,"6' 1""",USA,L,48,L
8471705,Brendan Mikkelson,D,T.B,6/22/1987,210,"6' 3""",CAN,L,24,D
8459461,Brendan Morrison,C,CHI,8/15/1975,176,"5' 11""",CAN,L,17,C
8477943,Brendan Perlini,L,DET,4/27/1996,211,"6' 3""",GBR,L,11,L
8475896,Brendan Ranford,L,DAL,,,,,,,
8451302,Brendan Shanahan,L,N.J,1/23/1969,220,"6' 3""",CAN,R,14,L
8475996,Brendan Shinnimin,C,ARI,1/7/1991,185,"5' 10""",CAN,L,39,C
8474090,Brendan Smith,D,NYR,2/8/1989,195,"6' 2""",CAN,L,42,D
8459433,Brendan Witt,D,NYI,2/20/1975,223,"6' 2""",CAN,L,32,D
8476944,Brendan Woods,L,CAR,6/11/1992,210,"6' 4""",CAN,L,56,L
8475455,Brenden Dillon,D,WSH,11/13/1990,225,"6' 4""",CAN,L,4,D
8466160,Brenden Morrow,L,T.B,1/16/1979,212,"5' 11""",CAN,L,10,L
8475641,Brendon Nash,D,MTL,3/31/1987,210,"6' 3""",CAN,L,47,D
8479734,Brennan Menell,D,MIN,5/24/1997,177,"5' 11""",USA,R,61,D
8470613,Brent Burns,D,S.J,3/9/1985,230,"6' 5""",CAN,R,88,D
8462161,Brent Johnson,G,PIT,3/12/1977,199,"6' 3""",USA,L,1,G
8468489,Brent Krahn,G,DAL,4/2/1982,232,"6' 4""",CAN,L,41,G
8474698,Brent Regner,D,FLA,5/17/1989,189,"5' 11""",CAN,R,22,D
8470607,Brent Seabrook,D,CHI,4/20/1985,220,"6' 3""",CAN,R,7,D
8462176,Brent Sopel,D,MTL,1/7/1977,205,"6' 2""",CAN,R,55,D
8456547,Bret Hedican,D,ANA,8/10/1970,210,"6' 2""",USA,L,3,D
8474135,Brett Bellemore,D,CAR,6/25/1988,225,"6' 4""",CAN,R,73,D
8475757,Brett Bulmer,R,MIN,4/26/1992,212,"6' 4""",CAN,R,54,R
8471321,Brett Carson,D,CGY,11/29/1985,210,"6' 4""",CAN,R,3,D
8465122,Brett Clark,D,MIN,12/23/1976,194,"6' 0""",CAN,L,5,D
8475792,Brett Connolly,R,CHI,5/2/1992,195,"6' 3""",CAN,R,10,R
8471978,Brett Festerling,D,WPG,3/3/1986,210,"6' 1""",CAN,L,53,D
8474236,Brett Gallant,L,NYI,12/28/1988,191,"6' 0""",CAN,L,56,L
8479353,Brett Howden,C,NYR,3/29/1998,195,"6' 3""",CAN,L,21,C
8476967,Brett Kulak,D,MTL,1/6/1994,187,"6' 2""",CAN,L,17,D
8471187,Brett Lebda,D,CBJ,1/15/1982,195,"5' 9""",USA,L,23,D
8478004,Brett Lernout,D,MTL,9/24/1995,214,"6' 4""",CAN,R,36,D
8474050,Brett MacLean,L,WPG,12/24/1988,201,"6' 2""",CAN,R,39,L
8465968,Brett McLean,C,FLA,8/14/1978,184,"5' 11""",CAN,L,23,C
8479419,Brett Murray,L,BUF,7/20/1998,228,"6' 5""",CAN,L,57,L
8477488,Brett Pesce,D,CAR,11/15/1994,206,"6' 3""",USA,R,22,D
8476439,Brett Ritchie,R,CGY,7/1/1993,220,"6' 4""",CAN,R,25,R
8478881,Brett Seney,L,N.J,2/28/1996,156,"5' 9""",CAN,L,43,L
8470119,Brett Skinner,D,NYI,6/28/1983,183,"6' 1""",CAN,L,3,D
8470737,Brett Sterling,L,STL,4/24/1984,175,"5' 7""",USA,L,29,L
8471840,Brett Sutter,L,MIN,6/2/1987,200,"6' 0""",CAN,L,27,L
8462052,Brian Boucher,G,PHI,1/2/1977,200,"6' 2""",USA,L,33,G
8470619,Brian Boyle,C,FLA,12/18/1984,245,"6' 6""",USA,L,11,C
8466285,Brian Campbell,D,CHI,5/23/1979,192,"5' 10""",CAN,L,51,D
8475208,Brian Dumoulin,D,PIT,9/6/1991,207,"6' 4""",USA,L,8,D
8470880,Brian Elliott,G,PHI,4/9/1985,209,"6' 2""",CAN,L,37,G
8468599,Brian Fahey,D,WSH,3/2/1981,216,"6' 1""",USA,R,44,D
8476363,Brian Ferlin,R,BOS,6/3/1992,213,"6' 2""",USA,R,51,R
8476808,Brian Flynn,C,MTL,7/26/1988,183,"6' 1""",USA,R,32,C
8471822,Brian Foster,G,FLA,2/4/1987,185,"6' 2""",USA,L,33,G
8476207,Brian Gibbons,C,CAR,2/26/1988,175,"5' 8""",USA,L,23,C
8467407,Brian Gionta,R,BOS,1/18/1979,178,"5' 7""",USA,R,12,R
8474873,Brian Lashoff,D,DET,7/16/1990,219,"6' 3""",USA,L,32,D
8471683,Brian Lee,D,T.B,3/26/1987,200,"6' 3""",USA,R,15,D
8467977,Brian McGrattan,R,CGY,9/2/1981,235,"6' 4""",CAN,R,40,R
8476772,Brian O'Neill,R,N.J,6/1/1988,175,"5' 9""",USA,L,18,R
8477314,Brian Pinho,C,WSH,5/11/1995,190,"6' 1""",USA,R,64,C
8468427,Brian Pothier,D,CAR,4/15/1977,204,"6' 0""",USA,L,5,D
8467856,Brian Rafalski,D,DET,9/28/1973,194,"5' 10""",USA,R,28,D
8458525,Brian Rolston,R,BOS,2/21/1973,215,"6' 2""",USA,L,12,R
8471803,Brian Salcido,D,ANA,4/14/1985,188,"6' 2""",USA,L,55,D
8473565,Brian Strait,D,WPG,,,,,,,
8468506,Brian Sutherby,C,DAL,3/1/1982,208,"6' 2""",CAN,L,20,C
8465113,Brian Willsie,R,WSH,3/16/1978,202,"6' 1""",CAN,R,21,R
8482369,Brinson Pasichnuk,D,S.J,11/24/1997,205,"6' 0""",CAN,L,50,D
8478444,Brock Boeser,R,VAN,2/25/1997,208,"6' 1""",USA,R,6,R
8476934,Brock McGinn,L,CAR,2/2/1994,187,"6' 0""",CAN,L,23,L
8475754,Brock Nelson,C,NYI,10/15/1991,212,"6' 3""",USA,L,29,C
8474436,Brock Trotter,L,MTL,1/16/1987,180,"5' 10""",CAN,R,59,L
8471728,Brodie Dupont,L,NYR,2/17/1987,210,"6' 2""",CAN,L,40,L
8475980,Brody Sutter,C,CAR,9/26/1991,203,"6' 5""",CAN,R,48,C
8481479,Brogan Rafferty,D,VAN,,,,,,,
8469639,Brooks Laich,C,L.A,6/23/1983,200,"6' 2""",CAN,L,25,C
8468498,Brooks Orpik,D,WSH,9/26/1980,217,"6' 3""",USA,L,44,D
8470774,Bruno Gervais,D,PHI,10/3/1984,200,"6' 1""",CAN,R,27,D
8467332,Bryan Allen,D,MTL,8/21/1980,223,"6' 5""",CAN,L,6,D
8471254,Bryan Bickell,L,CAR,3/9/1986,223,"6' 4""",CAN,L,29,L
8459406,Bryan Helmer,D,WSH,7/15/1972,208,"6' 2""",CAN,R,43,D
8474516,Bryan Lerg,C,S.J,1/20/1986,175,"5' 10""",USA,L,11,C
8473412,Bryan Little,C,WPG,11/12/1987,191,"6' 0""",CAN,R,18,C
8459462,Bryan McCabe,D,NYR,6/8/1975,223,"6' 2""",CAN,L,28,D
8470988,Bryan Rodney,D,EDM,4/22/1984,195,"6' 0""",CAN,R,33,D
8475810,Bryan Rust,R,PIT,5/11/1992,192,"5' 11""",USA,R,17,R
8460626,Bryce Salvador,D,N.J,2/11/1976,215,"6' 3""",CAN,L,24,D
8477847,Bryce Van Brabant,L,CGY,11/12/1991,207,"6' 3""",CAN,L,48,L
8473431,Bud Holloway,C,MTL,3/1/1988,194,"6' 0""",CAN,R,52,C
8477210,Buddy Robinson,R,CGY,9/30/1991,232,"6' 6""",USA,R,53,R
8470700,Byron Bitz,R,VAN,7/21/1984,215,"6' 5""",CAN,R,34,R
8475278,Byron Froese,C,CGY,3/12/1991,202,"6' 1""",CAN,R,42,C
8480083,C.J. Smith,L,BUF,12/1/1994,181,"5' 11""",USA,L,49,L
8478058,CJ Suess,L,WPG,3/17/1994,190,"5' 11""",USA,L,73,L
8474029,Cade Fairchild,D,STL,1/15/1989,190,"5' 11""",USA,L,82,D
8473504,Cal Clutterbuck,R,NYI,11/18/1987,216,"5' 11""",CAN,R,15,R
8479984,Cal Foote,D,T.B,12/13/1998,227,"6' 4""",USA,R,52,D
8471811,Cal O'Reilly,C,MIN,9/30/1986,188,"6' 0""",CAN,L,21,C
8479985,Cale Fleury,D,MTL,11/19/1998,205,"6' 1""",CAN,R,20,D
8480069,Cale Makar,D,COL,10/30/1998,187,"5' 11""",CAN,R,8,D
8478452,Caleb Jones,D,EDM,6/6/1997,194,"6' 1""",USA,L,82,D
8480884,Calen Addison,D,MIN,4/11/2000,180,"5' 11""",CAN,R,59,D
8475714,Calle Jarnkrok,C,NSH,9/25/1991,186,"5' 11""",SWE,R,19,C
8480157,Calle Rosen,D,TOR,2/2/1994,186,"6' 1""",SWE,L,48,D
8476763,Calvin Heeter,G,PHI,11/2/1988,195,"6' 4""",USA,L,33,G
8477361,Calvin Petersen,G,L.A,10/19/1994,185,"6' 1""",USA,R,40,G
8475717,Calvin Pickard,G,DET,4/15/1992,207,"6' 1""",CAN,L,30,G
8479557,Calvin Thurkauf,C,CBJ,6/27/1997,204,"6' 2""",CHE,L,48,C
8475177,Calvin de Haan,D,CHI,5/9/1991,195,"6' 1""",CAN,L,44,D
8474715,Cam Atkinson,R,CBJ,6/5/1989,179,"5' 8""",USA,R,13,R
8471216,Cam Barker,D,VAN,4/4/1986,223,"6' 3""",CAN,L,18,D
8475764,Cam Fowler,D,ANA,12/5/1991,206,"6' 2""",USA,L,4,D
8470123,Cam Janssen,R,N.J,4/15/1984,215,"6' 0""",USA,R,25,R
8469733,Cam Paddock,C,STL,3/22/1983,178,"6' 0""",CAN,R,65,C
8475660,Cam Talbot,G,MIN,7/5/1987,196,"6' 4""",CAN,L,33,G
8470320,Cam Ward,G,CHI,2/29/1984,194,"6' 1""",CAN,L,30,G
8481546,Cam York,D,PHI,1/5/2001,175,"5' 11""",USA,L,45,D
8474611,Cameron Gaunce,D,T.B,3/19/1990,204,"6' 2""",CAN,L,33,D
8478888,Cameron Hughes,C,BOS,10/9/1996,160,"5' 11""",CAN,L,53,C
8476799,Cameron Schilling,D,WPG,10/7/1988,182,"6' 2""",USA,L,6,D
8471679,Carey Price,G,MTL,8/16/1987,215,"6' 3""",CAN,L,31,G
8477472,Carl Dahlstrom,D,WPG,1/28/1995,231,"6' 4""",SWE,L,63,D
8479336,Carl Grundstrom,R,L.A,12/1/1997,201,"6' 0""",SWE,L,38,R
8474125,Carl Gunnarsson,D,STL,11/9/1986,198,"6' 2""",SWE,L,4,D
8474176,Carl Hagelin,L,WSH,8/23/1988,186,"5' 11""",SWE,L,62,L
8475159,Carl Klingberg,L,WPG,,,,,,,
8473539,Carl Sneep,D,PIT,11/5/1987,210,"6' 4""",USA,R,44,D
8471262,Carl Soderberg,C,COL,10/12/1985,210,"6' 3""",SWE,L,34,C
8469470,Carlo Colaiacovo,D,BUF,1/27/1983,202,"6' 1""",CAN,L,25,D
8479358,Carsen Twarynski,L,PHI,11/24/1997,198,"6' 2""",CAN,L,81,L
8474077,Carson McMillan,R,MIN,9/10/1988,196,"6' 1""",CAN,R,45,R
8477369,Carson Soucy,D,MIN,7/27/1994,211,"6' 5""",CAN,L,60,D
8475154,Carter Ashton,R,TOR,4/1/1991,215,"6' 3""",CAN,L,37,R
8474844,Carter Bancks,L,CGY,8/9/1989,181,"5' 11""",CAN,L,46,L
8476211,Carter Camper,C,BOS,,,,,,,
8479394,Carter Hart,G,PHI,8/13/1998,181,"6' 2""",CAN,L,79,G
8475622,Carter Hutton,G,BUF,12/19/1985,198,"6' 0""",CAN,L,40,G
8477240,Carter Rowney,C,ANA,5/10/1989,206,"6' 2""",CAN,R,24,R
8477409,Carter Verhaeghe,C,FLA,8/14/1995,177,"6' 1""",CAN,L,23,C
8478376,Casey Bailey,R,OTT,10/27/1991,195,"6' 3""",USA,R,37,R
8471282,Casey Borer,D,CAR,7/28/1985,205,"6' 2""",USA,L,55,D
8475231,Casey Cizikas,C,NYI,2/27/1991,195,"5' 11""",CAN,L,53,C
8479193,Casey DeSmith,G,PIT,8/13/1991,181,"6' 0""",USA,L,1,G
8479999,Casey Mittelstadt,C,BUF,11/22/1998,202,"6' 1""",USA,L,37,C
8479268,Casey Nelson,D,BUF,7/18/1992,185,"6' 1""",USA,R,8,D
8475602,Casey Wellman,C,WSH,10/18/1987,173,"6' 0""",USA,R,48,C
8480051,Cayden Primeau,G,MTL,8/11/1999,198,"6' 3""",USA,L,30,G
8476975,Cedric Paquette,C,CAR,8/13/1993,198,"6' 1""",CAN,L,13,C
8473638,Cedrick Desjardins,G,T.B,,,,,,,
8476827,Chad Billins,D,CGY,5/26/1989,180,"5' 10""",USA,L,41,D
8473434,Chad Johnson,G,ANA,6/10/1986,197,"6' 3""",CAN,L,1,G
8471411,Chad Kolarik,C,NYR,1/26/1986,178,"5' 11""",USA,R,25,C
8469812,Chad LaRose,R,CAR,3/27/1982,181,"5' 10""",USA,R,59,R
8471885,Chad Rau,C,MIN,1/18/1987,198,"5' 11""",USA,R,36,C
8477244,Chad Ruhwedel,D,PIT,5/7/1990,191,"5' 11""",USA,R,2,D
8476905,Chandler Stephenson,C,VGK,4/22/1994,203,"6' 0""",CAN,L,18,C
8476948,Charles Hudon,L,MTL,6/23/1994,196,"5' 10""",CAN,L,54,L
8470370,Charles Linglet,L,EDM,6/22/1982,205,"6' 2""",CAN,L,36,L
8475745,Charlie Coyle,C,BOS,3/2/1992,220,"6' 3""",USA,R,3,C
8479292,Charlie Lindgren,G,MTL,12/18/1993,182,"6' 1""",USA,R,39,G
8479325,Charlie McAvoy,D,BOS,12/21/1997,208,"6' 0""",USA,R,73,D
8476322,Chase Balisy,C,FLA,2/2/1992,179,"5' 11""",USA,L,23,C
8478029,Chase De Leo,C,ANA,10/25/1995,179,"5' 9""",USA,L,58,C
8476224,Chay Genoway,D,MIN,12/20/1986,177,"5' 9""",CAN,L,47,D
8477453,Chris Bigras,D,COL,2/22/1995,191,"6' 1""",CAN,L,28,D
8471246,Chris Bourque,L,BOS,1/29/1986,174,"5' 8""",USA,L,56,L
8475648,Chris Breen,D,CGY,6/29/1989,226,"6' 7""",CAN,L,42,D
8475161,Chris Brown,R,WSH,,,,,,,
8471761,Chris Butler,D,STL,10/27/1986,196,"6' 1""",USA,L,25,D
8470329,Chris Campoli,D,MTL,7/9/1984,200,"6' 0""",CAN,L,17,D
8446053,Chris Chelios,D,ATL,1/25/1962,191,"6' 0""",USA,R,24,D
8460567,Chris Clark,R,CBJ,3/8/1976,191,"6' 0""",USA,R,71,R
8472368,Chris Conner,R,WSH,12/23/1983,181,"5' 7""",USA,L,38,R
8476904,Chris Driedger,G,FLA,5/18/1994,205,"6' 4""",CAN,L,32,G
8460562,Chris Drury,C,NYR,8/20/1976,191,"5' 10""",USA,R,23,C
8472263,Chris Durno,L,COL,10/31/1980,223,"6' 4""",CAN,L,29,L
8459425,Chris Gratton,C,CBJ,7/5/1975,226,"6' 4""",CAN,L,77,C
8470274,Chris Higgins,L,VAN,6/2/1983,205,"6' 0""",USA,L,20,L
8470772,Chris Holt,G,STL,6/5/1985,229,"6' 3""",CAN,L,35,G
8467967,Chris Kelly,C,ANA,11/11/1980,190,"6' 0""",CAN,L,22,C
8475184,Chris Kreider,L,NYR,4/30/1991,216,"6' 3""",USA,L,20,L
8470543,Chris Kunitz,L,CHI,9/26/1979,188,"6' 0""",CAN,L,14,L
8462152,Chris Mason,G,NSH,4/20/1976,198,"6' 0""",CAN,L,30,G
8470383,Chris Minard,L,EDM,11/18/1981,190,"6' 1""",CAN,L,45,L
8474535,Chris Mueller,C,NYR,3/6/1986,196,"5' 10""",USA,R,49,C
8467493,Chris Neil,R,OTT,6/18/1979,209,"6' 1""",CAN,R,25,R
8458568,Chris Osgood,G,DET,11/26/1972,180,"5' 10""",CAN,L,30,G
8464956,Chris Phillips,D,OTT,3/9/1978,219,"6' 3""",CAN,L,4,D
8470871,Chris Porter,L,MIN,5/29/1984,206,"6' 1""",CAN,L,7,L
8459424,Chris Pronger,D,PHI,,,,,,,
8473485,Chris Stewart,R,PHI,10/30/1987,242,"6' 2""",CAN,R,8,R
8473589,Chris Summers,D,NYR,2/5/1988,207,"6' 2""",USA,L,55,D
8474052,Chris Terry,L,MTL,4/7/1989,191,"5' 10""",CAN,L,15,L
8469501,Chris Thorburn,R,STL,6/3/1983,235,"6' 3""",CAN,R,22,R
8476919,Chris Tierney,C,OTT,7/1/1994,195,"6' 1""",CAN,L,71,C
8471762,Chris VandeVelde,C,PHI,3/15/1987,190,"6' 2""",USA,L,76,C
8475780,Chris Wagner,R,BOS,5/27/1991,198,"6' 0""",USA,R,14,R
8475227,Chris Wideman,D,FLA,1/7/1990,183,"5' 10""",USA,R,10,D
8467348,Christian Backman,D,CBJ,4/28/1980,210,"6' 4""",SWE,L,5,D
8477043,Christian Djoos,D,DET,8/6/1994,169,"6' 0""",SWE,L,29,D
8477989,Christian Dvorak,C,ARI,2/2/1996,195,"6' 0""",USA,L,18,C
8469555,Christian Ehrhoff,D,CHI,7/6/1982,201,"6' 2""",DEU,L,55,D
8478432,Christian Fischer,R,ARI,4/15/1997,214,"6' 2""",USA,R,36,R
8477850,Christian Folin,D,MTL,2/9/1991,204,"6' 3""",SWE,R,26,D
8475087,Christian Hanson,C,TOR,3/10/1986,228,"6' 4""",USA,R,39,C
8478868,Christian Jaros,D,S.J,4/2/1996,201,"6' 3""",SVK,R,83,D
8475749,Christian Thomas,L,ARI,5/26/1992,175,"5' 9""",CAN,R,39,L
8478846,Christian Wolanin,D,L.A,3/17/1995,185,"6' 2""",CAN,L,86,D
8478036,Christoffer Ehn,C,DET,4/5/1996,181,"6' 3""",SWE,L,70,C
8477006,Christoph Bertschy,C,MIN,4/5/1994,185,"5' 10""",CHE,R,22,C
8469575,Christoph Schubert,D,ATL,2/5/1982,230,"6' 3""",DEU,L,16,D
8474018,Christopher DiDomenico,L,OTT,2/20/1989,174,"5' 11""",CAN,R,49,L
8476444,Christopher Gibson,G,T.B,12/27/1992,207,"6' 2""",FIN,L,33,G
8475690,Christopher Tanev,D,CGY,12/20/1989,197,"6' 2""",CAN,R,8,D
8469467,Chuck Kobasew,R,PIT,4/17/1982,192,"6' 0""",CAN,R,12,R
8478056,Clark Bishop,C,OTT,3/29/1996,199,"6' 1""",CAN,L,64,C
8470667,Clarke MacArthur,L,OTT,4/6/1985,192,"6' 0""",CAN,L,16,L
8473512,Claude Giroux,C,PHI,1/12/1988,185,"5' 11""",CAN,R,28,C
8448772,Claude Lemieux,R,S.J,7/16/1965,215,"6' 1""",CAN,R,32,R
8472262,Clay Wilson,D,CGY,4/5/1983,195,"6' 0""",USA,L,21,D
8479343,Clayton Keller,R,ARI,7/29/1998,170,"5' 10""",USA,L,9,C
8470886,Clayton Stoner,D,ANA,2/19/1985,216,"6' 4""",CAN,L,4,D
8474042,Cody Almond,C,MIN,7/24/1989,199,"6' 2""",CAN,L,12,C
8471760,Cody Bass,C,NSH,1/7/1987,205,"6' 0""",CAN,R,16,C
8476879,Cody Ceci,D,PIT,12/21/1993,209,"6' 2""",CAN,R,5,D
8475236,Cody Eakin,C,BUF,5/24/1991,190,"6' 0""",CAN,L,21,C
8471742,Cody Franson,D,CHI,8/8/1987,224,"6' 5""",CAN,R,11,D
8479996,Cody Glass,C,VGK,4/1/1999,178,"6' 2""",CAN,R,9,C
8474597,Cody Goloubef,D,DET,11/30/1989,200,"6' 1""",CAN,R,57,D
8474570,Cody Hodgson,C,NSH,2/18/1990,191,"6' 0""",CAN,R,11,C
8477832,Cody Kunyk,R,T.B,5/20/1990,195,"5' 11""",CAN,L,28,R
8469591,Cody McCormick,C,BUF,4/18/1983,222,"6' 2""",CAN,R,8,C
8471657,Cody McLeod,L,NSH,6/26/1984,204,"6' 2""",CAN,L,8,L
8469474,Colby Armstrong,R,MTL,11/23/1982,185,"6' 2""",CAN,R,20,R
8477529,Colby Cave,C,EDM,12/26/1994,200,"6' 1""",CAN,L,26,C
8474002,Colby Cohen,D,COL,4/25/1989,200,"6' 2""",USA,R,36,D
8474606,Colby Robak,D,ANA,4/24/1990,194,"6' 3""",CAN,L,48,D
8478367,Cole Bardreau,C,NYI,7/22/1993,185,"5' 10""",USA,R,34,C
8481540,Cole Caufield,R,MTL,1/2/2001,162,"5' 7""",USA,R,22,R
8476766,Cole Schneider,L,BUF,8/26/1990,199,"6' 2""",USA,L,29,L
8482062,Cole Smith,L,NSH,10/28/1995,195,"6' 3""",USA,L,36,L
8476278,Colin Blackwell,C,NYR,3/28/1993,190,"5' 9""",USA,R,42,C
8470662,Colin Fraser,C,STL,1/28/1985,190,"6' 1""",CAN,L,29,C
8471862,Colin Greening,C,TOR,3/9/1986,210,"6' 2""",CAN,L,38,C
8470644,Colin McDonald,R,PHI,9/30/1984,219,"6' 2""",USA,R,36,R
8476525,Colin Miller,D,BUF,10/29/1992,196,"6' 1""",CAN,R,6,D
8476536,Colin Smith,C,COL,6/20/1993,185,"5' 10""",CAN,R,37,C
8469582,Colin Stuart,L,BUF,7/8/1982,205,"6' 2""",USA,L,49,L
8478400,Colin White,C,OTT,1/30/1997,183,"6' 0""",USA,R,36,C
8465005,Colin White,D,S.J,12/12/1977,215,"6' 4""",CAN,L,5,D
8474569,Colin Wilson,C,COL,10/20/1989,221,"6' 1""",USA,L,22,C
8480420,Collin Delia,G,CHI,6/20/1994,208,"6' 2""",USA,L,60,G
8474575,Colten Teubert,D,EDM,3/8/1990,195,"6' 4""",CAN,R,33,D
8474121,Colton Gillies,C,CBJ,2/12/1989,208,"6' 4""",CAN,L,9,C
8468778,Colton Orr,R,TOR,3/3/1982,222,"6' 3""",CAN,R,28,R
8476892,Colton Parayko,D,STL,5/12/1993,230,"6' 6""",CAN,R,55,D
8474098,Colton Sceviour,R,PIT,4/20/1989,192,"6' 0""",CAN,R,7,C
8476925,Colton Sissons,C,NSH,11/5/1993,200,"6' 1""",CAN,R,10,C
8478841,Colton White,D,N.J,5/3/1997,185,"6' 1""",CAN,L,68,D
8475736,Connor Brickley,L,NYR,2/25/1992,203,"6' 0""",USA,L,56,L
8477015,Connor Brown,R,OTT,1/14/1994,183,"6' 0""",CAN,R,28,R
8479382,Connor Bunnaman,C,PHI,4/16/1998,207,"6' 1""",CAN,L,82,C
8476941,Connor Carrick,D,N.J,4/13/1994,192,"5' 11""",USA,R,5,D
8477365,Connor Clifton,D,BOS,4/28/1995,175,"5' 11""",USA,R,75,D
8476945,Connor Hellebuyck,G,WPG,5/19/1993,207,"6' 4""",USA,L,37,G
8470295,Connor James,L,PIT,8/25/1982,180,"5' 10""",CAN,R,36,L
8477881,Connor Jones,C,NYI,8/16/1990,182,"5' 9""",CAN,L,48,C
8475303,Connor Knapp,G,BUF,5/1/1990,206,"6' 6""",USA,L,49,G
8482067,Connor Mackey,D,CGY,9/12/1996,190,"6' 2""",USA,L,3,D
8478402,Connor McDavid,C,EDM,1/13/1997,193,"6' 1""",CAN,L,97,C
8481580,Connor McMichael,C,WSH,1/15/2001,183,"6' 0""",CAN,L,24,C
8476473,Connor Murphy,D,CHI,3/26/1993,212,"6' 4""",USA,R,5,D
8477214,Conor Allen,D,NYR,,,,,,,
8478856,Conor Garland,R,ARI,3/11/1996,165,"5' 10""",USA,R,83,R
8477839,Conor Sheary,L,WSH,6/8/1992,176,"5' 8""",USA,L,43,L
8479982,Conor Timmins,D,COL,9/18/1998,185,"6' 2""",CAN,R,20,D
8478442,Cooper Marody,C,EDM,12/20/1996,184,"6' 0""",USA,R,65,C
8475260,Corban Knight,C,PHI,9/10/1990,195,"6' 2""",CAN,R,10,C
8470645,Corey Crawford,G,CHI,12/31/1984,216,"6' 2""",CAN,L,50,G
8475086,Corey Elkins,C,L.A,2/23/1985,214,"6' 2""",USA,L,47,C
8470705,Corey Locke,C,OTT,5/8/1984,175,"5' 9""",CAN,L,37,C
8470621,Corey Perry,R,MTL,5/16/1985,206,"6' 3""",CAN,R,10,R
8470714,Corey Potter,D,NSH,1/5/1984,204,"6' 3""",USA,R,21,D
8474130,Corey Tropp,R,ANA,7/25/1989,192,"6' 0""",USA,R,41,R
8476195,Cory Conacher,C,T.B,12/14/1989,180,"5' 8""",CAN,L,89,C
8473558,Cory Emmerton,C,DET,6/1/1988,191,"6' 0""",CAN,L,25,C
8473924,Cory Murphy,D,N.J,2/13/1978,175,"5' 9""",CAN,R,18,D
8464981,Cory Sarich,D,COL,8/16/1978,207,"6' 4""",CAN,R,16,D
8471239,Cory Schneider,G,N.J,3/18/1986,200,"6' 3""",USA,L,35,G
8458943,Cory Stillman,L,CAR,12/20/1973,193,"6' 0""",CAN,L,61,L
8465166,Craig Adams,R,PIT,4/26/1977,200,"6' 0""",CAN,R,27,R
8467950,Craig Anderson,G,WSH,5/21/1981,185,"6' 2""",USA,L,41,G
8455919,Craig Conroy,C,CGY,9/4/1971,193,"6' 2""",USA,R,24,C
8475414,Craig Cunningham,L,ARI,9/13/1990,184,"5' 10""",CAN,R,22,L
8465041,Craig MacDonald,C,CBJ,4/7/1977,201,"6' 1""",CAN,L,11,C
8459004,Craig Rivet,D,CBJ,9/13/1974,207,"6' 2""",CAN,R,52,D
8475225,Craig Smith,C,BOS,9/5/1989,208,"6' 1""",USA,R,15,R
